sentence,is_goal
"Notice periods regarding operational BRENNTAGWE informs BRENNTAGWE employees of impending operational changes at an early stage and comprehensively , while complying with applicable national and inter -national notification periods.3Occupational",N
BRENNTAGWE reports BRENNTAGWE LTIR accident rate as well as accidents resulting in death .,N
Accidents at work and similar occurrences are recorded and evaluated centrally at BRENNTAGWE according to a standardized system .,N
Percentage of new suppliers that were screened using labour practices BRENNTAGWE aims to analyze 50 % of BRENNTAGWE total chemical spend ( in EUR ) with sustain -ability assessments or audits by 2020 .,Y
BRENNTAGWE do not distinguish between new and existing suppliers in appropriate measures,N
"BRENNTAGWE record the precise reason for the complaint , verify reports and , in case of a violation of compliance rules and regulations , initiate appropriate measures .",N
"Accordingly , BRENNTAGWE do not explicitly report the number of complaints relating to labour practices .",N
BRENNTAGWE disclose information about every company acquisition in THIS REPORT ( p. 79 – 81).2Non - discriminationG4 - HR3,N
"BRENNTAGWE record the precise reason for the complaint , verify reports and , in case of a violation of compliance rules and regulations , initiate appropriate measures .",N
BRENNTAGWE report on the total number of confirmed compliance incidents .,N
"Accordingly , BRENNTAGWE do not explicitly report the number of complaints relating to discrimination.6Freedom of Association and Collective BargainingG4 - HR4",N
Security personnel trained in aspects of human BRENNTAGWE will review the relevance of this indicator .,N
", BRENNTAGWE has undertaken to protect human rights .",N
New suppliers that were screened using human rights BRENNTAGWE aims to analyze 50 % of BRENNTAGWE total chemical spend ( in EUR ) with sustain -ability assessments or audits by 2020 .,Y
BRENNTAGWE do not distinguish between new and existing suppliers in these assessments.2Human,N
"BRENNTAGWE record the precise reason for the complaint , verify reports and , in case of a violation of compliance rules and regulations , initiate appropriate measures .",N
BRENNTAGWE report on the total number of confirmed compliance incidents .,N
"Accordingly , BRENNTAGWE do not explicitly report the number of complaints relating to human rights violations.1SOCIETYManagement",N
Employees trained in anti - corruption poli -cies and BRENNTAGWE aims to achieve a compliance training coverage rate of 100 % for BRENNTAGWE relevant employees by 2017 .,Y
New suppliers that were screened using criteria for impacts on BRENNTAGWE aims to analyze 50 % of BRENNTAGWE total chemical spend ( in EUR ) with sustain - ability assessments or audits by 2020 .,Y
BRENNTAGWE do not distinguish between new and existing suppliers in analyze,N
"BRENNTAGWE record the precise reason for the complaint , verify reports and , in case of a violation of compliance rules and regulations , initiate appropriate measures .",N
BRENNTAGWE report on the total number of confirmed compliance incidents .,N
"Accordingly , BRENNTAGWE do not explicitly report the number of complaints relating to the impacts on society .",N
"BRENNTAGWE record the precise reason for the complaint , verify reports and , in case of a violation of compliance rules and regulations , initiate appropriate measures .",N
"Accordingly , BRENNTAGWE do not explicitly report the number of complaints in relation to customer privacy .",N
"Page 32 : © Wirtschaftschemiker der Westfälischen Wilhelms - Universität Münster e. V . ; Page 39 : © Chemical Educational Foundation ; other pictures : BRENNTAGWE , Shutterstock and SUSTAINABILITY REPORT is a translation of the original German version .",N
Brenntag AG is the global market leader in chemical distribution and present on all of the key world markets with Brenntag AG wide portfolio of products and services .,N
"Headquartered in Mülheim an der Ruhr , Germany , Brenntag AG operates a global network with more than 490 locations in 72 countries .",N
Brenntag AG connects chemical manufacturers and chemical users .,N
Brenntag AG provides Brenntag AG suppliers and customers with tailor - made distribution solutions for industrial and specialty chemicals .,N
"With over 10,000 products and a supplier base of several thousand companies , Brenntag AG offers one - stop - shop solutions to around 170,000 customers .",N
", Brenntag AG connects chemical manufacturers and users in a value - creating partnership .",N
", SUSTAINABILITY is essential to the way Brenntag AG operate .",N
"The issues of safety , health and environmental protection are deeply embedded in Brenntag AG corporate culture , as cornerstones of Brenntag AG responsibility to Brenntag AG employees , customers and suppliers and also to the communities Brenntag AG operate in .",N
Brenntag AG aim to use the resources available resources us efficiently and sustainably .,N
Brenntag AG aim to continuously improve on Brenntag AG performance in these areas .,N
"For this purpose , Brenntag AG establish and optimize appropriate standards and pro -cesses within Brenntag AG international corporate structures , Brenntag AG sensitize Brenntag AG employees accordingly and Brenntag AG provide our employees with suitable training .",N
SUSTAINABILITY AT BRENNTAGBRENNTAG AG AIM TO CONTRIBUTE TOWARDS GREATER SUSTAINABILITY IN ALL THE INDUSTRIES AND APPLICATIONS Brenntag AG SERVE .,N
"In Brenntag AG more than 140 - year history , Brenntag AG has become the global market leader in full - line chemical distribution .",N
"Through Brenntag AG global network , Brenntag AG connect chemicals producers and users and bring chemicals producers and users together in a value - creating partnership .",N
"When it comes to sustaina -bility , Brenntag AG also have a leading position and play a key role in the value chain : Brenntag AG aim to contribute towards greater sustainability in all the industries and applications Brenntag AG serve .",N
Brenntag AG aim to protect Our employees health and to develop Our employees capabilities in the best manner possible .,N
"For many years now , Brenntag AG have lived up to Brenntag AG responsibil -ity in the chemical industry ’s supply chain by supporting and fulfilling the standards of the “ Responsible Care ” and “ Responsible Distribution ” chemicals initiatives .",N
"Moreover , Brenntag AG are a member of the “ Together for Sustainability ” initiative , which aims to encourage sustainability throughout the chemical industry ’s",N
"the UNGC ’s ten principles in the areas of human rights , labour standards , environmental pro -tection and fighting corruption now complement the stand -ards which Brenntag AG apply in evaluating all of Brenntag AG business activities .",N
"Dear readers , Brenntag AG are working con -tinuously to achieve greater sustain -ability in Brenntag AG .",N
Brenntag AG wish to pursue achieve in dialogue with,N
"Brenntag AG central position in the chemical industry ’s value chain , Brenntag AG portfolio of services and Brenntag AG international corporate struc -ture pose a large number of sustainability challenges that Brenntag AG tackle in Brenntag AG day - to - day operating activities .",N
COMPANY Brenntag AG is the global market leader in chemical distribution .,N
"Connecting chemical manufacturers ( Brenntag AG suppliers ) and chem -ical users ( Brenntag AG customers ) , Brenntag AG provides both complete distribution solutions as well as individual chemical products .",N
